source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
new york,new york city,8,8,new | new york | york,city | new | new york | york | york city,new york | new | york,3
new york city,york city,8,8,city | new | new york | york | york city,city | york | york city,york city | city | york,3
paperbacks read,new paperbacks read,8,8,paperbacks | paperbacks read | read,new | new paperbacks | paperbacks | paperbacks read | read,paperbacks read | paperbacks | read,3
paperbacks read week,new paperbacks read,8,8,paperbacks | paperbacks read | read | read week | week,new | new paperbacks | paperbacks | paperbacks read | read,paperbacks read | paperbacks | read,3
protection agency,environmental protection agency,8,8,agency | protection | protection agency,agency | environmental | environmental protection | protection | protection agency,protection agency | agency | protection,3
right national,far right national,8,8,national | right | right national,far | far right | national | right | right national,right national | national | right,3
soccer fans,israeli soccer fans,8,8,fans | soccer | soccer fans,fans | israeli | israeli soccer | soccer | soccer fans,soccer fans | fans | soccer,3
war ii,world war ii,8,8,ii | war | war ii,ii | war | war ii | world | world war,war ii | ii | war,3
west african,west african country,8,8,african | west | west african,african | african country | country | west | west african,west african | african | west,3
world war,world war ii,8,8,war | world | world war,ii | war | war ii | world | world war,world war | war | world,3
11 2001,sept 11 2001,7,7,11 | 11 2001 | 2001,11 | 11 2001 | 2001 | sept | sept 11,11 2001 | 11 | 2001,3
asylum seekers,asylum seekers rwanda,7,7,asylum | asylum seekers | seekers,asylum | asylum seekers | rwanda | seekers | seekers rwanda,asylum seekers | asylum | seekers,3
asylum seekers rwanda,seekers rwanda,7,7,asylum | asylum seekers | rwanda | seekers | seekers rwanda,rwanda | seekers | seekers rwanda,seekers rwanda | rwanda | seekers,3
barclay opinion,barclay opinion climate,7,7,barclay | barclay opinion | opinion,barclay | barclay opinion | climate | opinion | opinion climate,barclay opinion | barclay | opinion,3
barclay opinion,eliza barclay opinion,7,7,barclay | barclay opinion | opinion,barclay | barclay opinion | eliza | eliza barclay | opinion,barclay opinion | barclay | opinion,3
bold ideas secure,bold ideas,7,7,bold | bold ideas | ideas | ideas secure | secure,bold | bold ideas | ideas,bold ideas | bold | ideas,3
bold ideas secure,ideas secure,7,7,bold | bold ideas | ideas | ideas secure | secure,ideas | ideas secure | secure,ideas secure | ideas | secure,3
bold ideas secure,ideas secure food,7,7,bold | bold ideas | ideas | ideas secure | secure,food | ideas | ideas secure | secure | secure food,ideas secure | ideas | secure,3
burning planet,burning planet series,7,7,burning | burning planet | planet,burning | burning planet | planet | planet series | series,burning planet | burning | planet,3
burning planet series,eat burning planet,7,7,burning | burning planet | planet | planet series | series,burning | burning planet | eat | eat burning | planet,burning planet | burning | planet,3
burning planet series,planet series exploring,7,7,burning | burning planet | planet | planet series | series,exploring | planet | planet series | series | series exploring,planet series | planet | series,3
climate change,combat climate change,7,7,change | climate | climate change,change | climate | climate change | combat | combat climate,climate change | change | climate,3
climate change,effects climate change,7,7,change | climate | climate change,change | climate | climate change | effects | effects climate,climate change | change | climate,3
combat climate,combat climate change,7,7,climate | combat | combat climate,change | climate | climate change | combat | combat climate,combat climate | climate | combat,3
donald trump,donald trump trump,7,7,donald | donald trump | trump,donald | donald trump | trump | trump trump,donald trump | donald | trump,3
eliza barclay opinion,barclay opinion climate,7,7,barclay | barclay opinion | eliza | eliza barclay | opinion,barclay | barclay opinion | climate | opinion | opinion climate,barclay opinion | barclay | opinion,3
eliza barclay opinion,eliza barclay,7,7,barclay | barclay opinion | eliza | eliza barclay | opinion,barclay | eliza | eliza barclay,eliza barclay | barclay | eliza,3
exploring bold,series exploring bold,7,7,bold | exploring | exploring bold,bold | exploring | exploring bold | series | series exploring,exploring bold | bold | exploring,3
exploring bold ideas,bold ideas,7,7,bold | bold ideas | exploring | exploring bold | ideas,bold | bold ideas | ideas,bold ideas | bold | ideas,3
exploring bold ideas,bold ideas secure,7,7,bold | bold ideas | exploring | exploring bold | ideas,bold | bold ideas | ideas | ideas secure | secure,bold ideas | bold | ideas,3
exploring bold ideas,exploring bold,7,7,bold | bold ideas | exploring | exploring bold | ideas,bold | exploring | exploring bold,exploring bold | bold | exploring,3
exploring bold ideas,series exploring bold,7,7,bold | bold ideas | exploring | exploring bold | ideas,bold | exploring | exploring bold | series | series exploring,exploring bold | bold | exploring,3
far right,far right party,7,7,far | far right | right,far | far right | party | right | right party,far right | far | right,3
far right national,right national rally,7,7,far | far right | national | right | right national,national | national rally | rally | right | right national,right national | national | right,3
follow live updates,follow live,7,7,follow | follow live | live | live updates | updates,follow | follow live | live,follow live | follow | live,3
follow live updates,live updates,7,7,follow | follow live | live | live updates | updates,live | live updates | updates,live updates | live | updates,3
food supply read,food supply,7,7,food | food supply | read | supply | supply read,food | food supply | supply,food supply | food | supply,3
food supply read,supply read,7,7,food | food supply | read | supply | supply read,read | supply | supply read,supply read | read | supply,3
food supply read,supply read project,7,7,food | food supply | read | supply | supply read,project | read | read project | supply | supply read,supply read | read | supply,3
