source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
far right,right wing,2,0,far | far right | right,right | right wing | wing,right,1
far right national,right party,2,0,far | far right | national | right | right national,party | right | right party,right,1
far right party,germany party,2,0,far | far right | party | right | right party,germany | germany party | party,party,1
far right party,right national,2,0,far | far right | party | right | right party,national | right | right national,right,1
far right party,right national rally,2,0,far | far right | party | right | right party,national | national rally | rally | right | right national,right,1
far right party,right wing,2,0,far | far right | party | right | right party,right | right wing | wing,right,1
federal judge,judge blocks,2,0,federal | federal judge | judge,blocks | judge | judge blocks,judge,1
federal rule,new rule,2,0,federal | federal rule | rule,new | new rule | rule,rule,1
federal rule,rule would,2,0,federal | federal rule | rule,rule | rule would | would,rule,1
federal rule,rule would cap,2,0,federal | federal rule | rule,cap | rule | rule would | would | would cap,rule,1
four years,years ago,2,0,four | four years | years,ago | years | years ago,years,1
four years,years ago,2,0,four | four years | years,ago | years | years ago,years,1
germany party,right party,2,0,germany | germany party | party,party | right | right party,party,1
giant pandas,pandas china,2,0,giant | giant pandas | pandas,china | pandas | pandas china,pandas,1
gold medal,olympic gold,2,0,gold | gold medal | medal,gold | olympic | olympic gold,gold,1
hard right,right alternative,2,0,hard | hard right | right,alternative | right | right alternative,right,1
hard right,right alternative germany,2,0,hard | hard right | right,alternative | alternative germany | germany | right | right alternative,right,1
hard right,right party,2,0,hard | hard right | right,party | right | right party,right,1
health care,mental health,2,0,care | health | health care,health | mental | mental health,health,1
known data,little known,2,0,data | known | known data,known | little | little known,known,1
linda sun,sun former,2,0,linda | linda sun | sun,former | sun | sun former,sun,1
managers driving,pharmacy benefit managers,2,0,driving | managers | managers driving,benefit | benefit managers | managers | pharmacy | pharmacy benefit,managers,1
managers driving drug,pharmacy benefit managers,2,0,driving | driving drug | drug | managers | managers driving,benefit | benefit managers | managers | pharmacy | pharmacy benefit,managers,1
millions people,people employers government,2,0,millions | millions people | people,employers | employers government | government | people | people employers,people,1
months tokyo,seven months,2,0,months | months tokyo | tokyo,months | seven | seven months,months,1
new federal,new rule,2,0,federal | new | new federal,new | new rule | rule,new,1
new federal rule,rule would,2,0,federal | federal rule | new | new federal | rule,rule | rule would | would,rule,1
new federal rule,rule would cap,2,0,federal | federal rule | new | new federal | rule,cap | rule | rule would | would | would cap,rule,1
new rule,rule would,2,0,new | new rule | rule,rule | rule would | would,rule,1
new rule,rule would cap,2,0,new | new rule | rule,cap | rule | rule would | would | would cap,rule,1
new tariffs,tariffs electric,2,0,new | new tariffs | tariffs,electric | tariffs | tariffs electric,tariffs,1
olympics opening,paris olympics,2,0,olympics | olympics opening | opening,olympics | paris | paris olympics,olympics,1
olympics opening ceremony,paris olympics,2,0,ceremony | olympics | olympics opening | opening | opening ceremony,olympics | paris | paris olympics,olympics,1
paris games,paris olympics,2,0,games | paris | paris games,olympics | paris | paris olympics,paris,1
positive powerful,powerful banned,2,0,positive | positive powerful | powerful,banned | powerful | powerful banned,powerful,1
positive powerful,powerful banned substance,2,0,positive | positive powerful | powerful,banned | banned substance | powerful | powerful banned | substance,powerful,1
positive tests banned,swimmers tested positive,2,0,banned | positive | positive tests | tests | tests banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
powerful banned,tested positive powerful,2,0,banned | powerful | powerful banned,positive | positive powerful | powerful | tested | tested positive,powerful,1
powerful banned substance,tested positive powerful,2,0,banned | banned substance | powerful | powerful banned | substance,positive | positive powerful | powerful | tested | tested positive,powerful,1
president biden,president william,2,0,biden | president | president biden,president | president william | william,president,1
president biden,president william ruto,2,0,biden | president | president biden,president | president william | ruto | william | william ruto,president,1
price increases,price index,2,0,increases | price | price increases,index | price | price index,price,1
pricing plan,tolling plan,2,0,plan | pricing | pricing plan,plan | tolling | tolling plan,plan,1
public transit,transit system,2,0,public | public transit | transit,system | transit | transit system,transit,1
rates steady,rates thursday,2,0,rates | rates steady | steady,rates | rates thursday | thursday,rates,1
right national,right party,2,0,national | right | right national,party | right | right party,right,1
right national rally,right party,2,0,national | national rally | rally | right | right national,party | right | right party,right,1
right party,right wing,2,0,party | right | right party,right | right wing | wing,right,1
rule would,would cap,2,0,rule | rule would | would,cap | would | would cap,would,1
swimmers tested,tested positive powerful,2,0,swimmers | swimmers tested | tested,positive | positive powerful | powerful | tested | tested positive,tested,1
tariffs chinese,tariffs electric,2,0,chinese | tariffs | tariffs chinese,electric | tariffs | tariffs electric,tariffs,1
venezuela opposition,venezuela presidential,2,0,opposition | venezuela | venezuela opposition,presidential | venezuela | venezuela presidential,venezuela,1
venezuela presidential,winner venezuela,2,0,presidential | venezuela | venezuela presidential,venezuela | winner | winner venezuela,venezuela,1
venezuela presidential election,winner venezuela,2,0,election | presidential | presidential election | venezuela | venezuela presidential,venezuela | winner | winner venezuela,venezuela,1
west africa,west african,2,0,africa | west | west africa,african | west | west african,west,1
years ago,years prison,2,0,ago | years | years ago,prison | years | years prison,years,1
23 chinese,23 swimmers,1,0,23 | 23 chinese | chinese,23 | 23 swimmers | swimmers,23,1
23 elite chinese,chinese doping,1,0,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese doping | doping,chinese,1
23 elite chinese,chinese doping case,1,0,23 | 23 elite | chinese | elite | elite chinese,case | chinese | chinese doping | doping | doping case,chinese,1
23 swimmers,chinese swimmers,1,0,23 | 23 swimmers | swimmers,chinese | chinese swimmers | swimmers,swimmers,1
23 swimmers,chinese swimmers tested,1,0,23 | 23 swimmers | swimmers,chinese | chinese swimmers | swimmers | swimmers tested | tested,swimmers,1
administration thursday,drug administration,1,0,administration | administration thursday | thursday,administration | drug | drug administration,administration,1
administration thursday,food drug administration,1,0,administration | administration thursday | thursday,administration | drug | drug administration | food | food drug,administration,1
african country,african nation,1,0,african | african country | country,african | african nation | nation,african,1
african country,west african nation,1,0,african | african country | country,african | african nation | nation | west | west african,african,1
african nation,west african country,1,0,african | african nation | nation,african | african country | country | west | west african,african,1
african nations,united nations,1,0,african | african nations | nations,nations | united | united nations,nations,1
african nations,west african,1,0,african | african nations | nations,african | west | west african,african,1
ahead olympics,paris olympics,1,0,ahead | ahead olympics | olympics,olympics | paris | paris olympics,olympics,1
among black,black hispanic,1,0,among | among black | black,black | black hispanic | hispanic,black,1
banned drug,positive powerful banned,1,0,banned | banned drug | drug,banned | positive | positive powerful | powerful | powerful banned,banned,1
banned drug,powerful banned,1,0,banned | banned drug | drug,banned | powerful | powerful banned,banned,1
banned drug,powerful banned substance,1,0,banned | banned drug | drug,banned | banned substance | powerful | powerful banned | substance,banned,1
biden administration,president biden,1,0,administration | biden | biden administration,biden | president | president biden,biden,1
black women,white women,1,0,black | black women | women,white | white women | women,women,1
breast cancer,cancer society,1,0,breast | breast cancer | cancer,cancer | cancer society | society,cancer,1
chinese athletes,elite chinese,1,0,athletes | chinese | chinese athletes,chinese | elite | elite chinese,chinese,1
chinese athletes,elite chinese swimmers,1,0,athletes | chinese | chinese athletes,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese,1
chinese swimmers,top chinese,1,0,chinese | chinese swimmers | swimmers,chinese | top | top chinese,chinese,1
chinese swimmers tested,top chinese,1,0,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese | top | top chinese,chinese,1
clean energy,renewable energy,1,0,clean | clean energy | energy,energy | renewable | renewable energy,energy,1
conservative government,conservative party,1,0,conservative | conservative government | government,conservative | conservative party | party,conservative,1
consumer price,consumer prices,1,0,consumer | consumer price | price,consumer | consumer prices | prices,consumer,1
consumer price index,consumer prices,1,0,consumer | consumer price | index | price | price index,consumer | consumer prices | prices,consumer,1
credit card,using credit,1,0,card | credit | credit card,credit | using | using credit,credit,1
credit card,using credit cards,1,0,card | credit | credit card,cards | credit | credit cards | using | using credit,credit,1
credit cards,using credit,1,0,cards | credit | credit cards,credit | using | using credit,credit,1
cut rates,rates thursday,1,0,cut | cut rates | rates,rates | rates thursday | thursday,rates,1
cut rates,rates unchanged,1,0,cut | cut rates | rates,rates | rates unchanged | unchanged,rates,1
cutting interest,interest rate cuts,1,0,cutting | cutting interest | interest,cuts | interest | interest rate | rate | rate cuts,interest,1
cutting interest,lower interest,1,0,cutting | cutting interest | interest,interest | lower | lower interest,interest,1
cutting interest,lower interest rates,1,0,cutting | cutting interest | interest,interest | interest rates | lower | lower interest | rates,interest,1
cutting interest rates,interest rate cuts,1,0,cutting | cutting interest | interest | interest rates | rates,cuts | interest | interest rate | rate | rate cuts,interest,1
cutting interest rates,lower interest,1,0,cutting | cutting interest | interest | interest rates | rates,interest | lower | lower interest,interest,1
democracy activist,democracy activists,1,0,activist | democracy | democracy activist,activists | democracy | democracy activists,democracy,1
drug administration,new drug,1,0,administration | drug | drug administration,drug | new | new drug,drug,1
drugs like,obesity drugs,1,0,drugs | drugs like | like,drugs | obesity | obesity drugs,drugs,1
eight people,five people,1,0,eight | eight people | people,five | five people | people,people,1
electric cars,electric vehicle,1,0,cars | electric | electric cars,electric | electric vehicle | vehicle,electric,1
federal government,federal regulators,1,0,federal | federal government | government,federal | federal regulators | regulators,federal,1
food drug,new drug,1,0,drug | food | food drug,drug | new | new drug,drug,1
food drug administration,new drug,1,0,administration | drug | drug administration | food | food drug,drug | new | new drug,drug,1
former president,term president,1,0,former | former president | president,president | term | term president,president,1
former president,vice president,1,0,former | former president | president,president | vice | vice president,president,1
guilty plea,plea deal,1,0,guilty | guilty plea | plea,deal | plea | plea deal,plea,1
guilty plea,pleaded guilty,1,0,guilty | guilty plea | plea,guilty | pleaded | pleaded guilty,guilty,1
hard right,right wing,1,0,hard | hard right | right,right | right wing | wing,right,1
health care,health insurers,1,0,care | health | health care,health | health insurers | insurers,health,1
health insurance,health insurers,1,0,health | health insurance | insurance,health | health insurers | insurers,health,1
high interest,interest rate,1,0,high | high interest | interest,interest | interest rate | rate,interest,1
high interest,interest rate cuts,1,0,high | high interest | interest,cuts | interest | interest rate | rate | rate cuts,interest,1
high interest rates,interest rate,1,0,high | high interest | interest | interest rates | rates,interest | interest rate | rate,interest,1
high interest rates,interest rate cuts,1,0,high | high interest | interest | interest rates | rates,cuts | interest | interest rate | rate | rate cuts,interest,1
high interest rates,mortgage rates,1,0,high | high interest | interest | interest rates | rates,mortgage | mortgage rates | rates,rates,1
hochul new,new york city,1,0,hochul | hochul new | new,city | new | new york | york | york city,new,1
hochul new,new yorkers,1,0,hochul | hochul new | new,new | new yorkers | yorkers,new,1
hochul new york,new yorkers,1,0,hochul | hochul new | new | new york | york,new | new yorkers | yorkers,new,1
india prime,modi india,1,0,india | india prime | prime,india | modi | modi india,india,1
india prime,narendra modi india,1,0,india | india prime | prime,india | modi | modi india | narendra | narendra modi,india,1
india prime minister,modi india,1,0,india | india prime | minister | prime | prime minister,india | modi | modi india,india,1
india prime minister,narendra modi india,1,0,india | india prime | minister | prime | prime minister,india | modi | modi india | narendra | narendra modi,india,1
interest rate cuts,lower interest,1,0,cuts | interest | interest rate | rate | rate cuts,interest | lower | lower interest,interest,1
interest rate cuts,lower interest rates,1,0,cuts | interest | interest rate | rate | rate cuts,interest | interest rates | lower | lower interest | rates,interest,1
job market,stock market,1,0,job | job market | market,market | stock | stock market,market,1
kathy hochul new,new york city,1,0,hochul | hochul new | kathy | kathy hochul | new,city | new | new york | york | york city,new,1
kathy hochul new,new yorkers,1,0,hochul | hochul new | kathy | kathy hochul | new,new | new yorkers | yorkers,new,1
labor market,stock market,1,0,labor | labor market | market,market | stock | stock market,market,1
last week,last year,1,0,last | last week | week,last | last year | year,last,1
last year,year old,1,0,last | last year | year,old | year | year old,year,1
last year,year old,1,0,last | last year | year,old | year | year old,year,1
lower interest rates,rates thursday,1,0,interest | interest rates | lower | lower interest | rates,rates | rates thursday | thursday,rates,1
new jersey,new york,1,0,jersey | new | new jersey,new | new york | york,new,1
new tariffs,trump tariffs,1,0,new | new tariffs | tariffs,tariffs | trump | trump tariffs,tariffs,1
new york city,new yorkers,1,0,city | new | new york | york | york city,new | new yorkers | yorkers,new,1
olympic games,olympic gold,1,0,games | olympic | olympic games,gold | olympic | olympic gold,olympic,1
olympic games,paris games,1,0,games | olympic | olympic games,games | paris | paris games,games,1
opposition candidate,venezuela opposition,1,0,candidate | opposition | opposition candidate,opposition | venezuela | venezuela opposition,opposition,1
paris olympics,summer olympics,1,0,olympics | paris | paris olympics,olympics | summer | summer olympics,olympics,1
police department,police officer,1,0,department | police | police department,officer | police | police officer,police,1
police department,police officers,1,0,department | police | police department,officers | police | police officers,police,1
positive banned,positive powerful,1,0,banned | positive | positive banned,positive | positive powerful | powerful,positive,1
positive banned,powerful banned,1,0,banned | positive | positive banned,banned | powerful | powerful banned,banned,1
positive banned,powerful banned substance,1,0,banned | positive | positive banned,banned | banned substance | powerful | powerful banned | substance,banned,1
positive banned,tested positive powerful,1,0,banned | positive | positive banned,positive | positive powerful | powerful | tested | tested positive,positive,1
positive banned drug,positive powerful,1,0,banned | banned drug | drug | positive | positive banned,positive | positive powerful | powerful,positive,1
positive banned drug,powerful banned,1,0,banned | banned drug | drug | positive | positive banned,banned | powerful | powerful banned,banned,1
positive banned drug,powerful banned substance,1,0,banned | banned drug | drug | positive | positive banned,banned | banned substance | powerful | powerful banned | substance,banned,1
positive banned drug,tested positive powerful,1,0,banned | banned drug | drug | positive | positive banned,positive | positive powerful | powerful | tested | tested positive,positive,1
positive powerful,tested positive banned,1,0,positive | positive powerful | powerful,banned | positive | positive banned | tested | tested positive,positive,1
powerful banned,tested positive banned,1,0,banned | powerful | powerful banned,banned | positive | positive banned | tested | tested positive,banned,1
powerful banned substance,tested positive banned,1,0,banned | banned substance | powerful | powerful banned | substance,banned | positive | positive banned | tested | tested positive,banned,1
president biden,president elect,1,0,biden | president | president biden,elect | president | president elect,president,1
president nicolás,term president,1,0,nicol | president | president nicol,president | term | term president,president,1
term president,vice president,1,0,president | term | term president,president | vice | vice president,president,1
venezuela opposition,venezuela presidential election,1,0,opposition | venezuela | venezuela opposition,election | presidential | presidential election | venezuela | venezuela presidential,venezuela,1
